date,tot_ret,price,
5/6/1960,18.43,54.75,-0.002005104
5/9/1960,18.45,54.8,0.000913242
5/10/1960,18.32,54.42,-0.006934307
5/11/1960,18.37,54.57,0.00275634
5/12/1960,18.47,54.85,0.005131024
5/13/1960,18.62,55.3,0.008204193
5/16/1960,18.61,55.25,-0.000904159
5/17/1960,18.68,55.46,0.003800905
5/18/1960,18.68,55.44,-0.00036062
5/19/1960,18.76,55.68,0.004329004
5/20/1960,18.82,55.83,0.002693966
5/23/1960,18.79,55.76,-0.001253806
5/24/1960,18.78,55.7,-0.00107604
5/25/1960,18.77,55.67,-0.0005386
5/26/1960,18.79,55.71,0.00071852
5/27/1960,18.8,55.74,0.000538503
5/31/1960,18.83,55.83,0.001614639
6/1/1960,18.85,55.89,0.001074691
6/2/1960,18.94,56.13,0.004294149
6/3/1960,18.97,56.23,0.001781578
6/6/1960,19.2,56.89,0.011737507
6/7/1960,19.38,57.43,0.009492002
6/8/1960,19.54,57.89,0.008009751
6/9/1960,19.58,58,0.001900155
6/10/1960,19.57,57.97,-0.000517241
6/13/1960,19.58,57.99,0.000345006
6/14/1960,19.56,57.91,-0.001379548
6/15/1960,19.45,57.57,-0.005871179
6/16/1960,19.43,57.5,-0.001215911
6/17/1960,19.41,57.44,-0.001043478
6/20/1960,19.32,57.16,-0.004874652
6/21/1960,19.3,57.11,-0.000874738
6/22/1960,19.36,57.28,0.002976712
6/23/1960,19.47,57.59,0.005412011
6/24/1960,19.5,57.68,0.001562771
6/27/1960,19.39,57.33,-0.006067961
6/28/1960,19.26,56.94,-0.006802721
6/29/1960,19.26,56.94,0
6/30/1960,19.26,56.92,-0.000351247
7/1/1960,19.31,57.06,0.002459592
7/5/1960,19.3,57.02,-0.000701016
7/6/1960,19.27,56.94,-0.001403016
7/7/1960,19.37,57.24,0.005268704
7/8/1960,19.42,57.38,0.002445842
7/11/1960,19.25,56.87,-0.008888114
7/12/1960,19.05,56.25,-0.010902057
7/13/1960,19,56.1,-0.002666667
7/14/1960,19.01,56.12,0.000356506
7/15/1960,18.99,56.05,-0.001247327
7/18/1960,18.87,55.7,-0.006244425
7/19/1960,18.87,55.7,0
7/20/1960,18.84,55.61,-0.001615799
7/21/1960,18.67,55.1,-0.009171012
7/22/1960,18.55,54.72,-0.006896552
7/25/1960,18.37,54.18,-0.009868421
7/26/1960,18.48,54.51,0.006090808
7/27/1960,18.37,54.17,-0.006237388
7/28/1960,18.51,54.57,0.007384161
7/29/1960,18.83,55.51,0.017225582
8/1/1960,18.84,55.53,0.000360295
8/2/1960,18.67,55.04,-0.008824059
8/3/1960,18.57,54.72,-0.005813953
8/4/1960,18.63,54.89,0.003106725
8/5/1960,18.82,55.44,0.01002004
8/8/1960,18.85,55.52,0.001443001
8/9/1960,18.96,55.84,0.005763689
8/10/1960,19.04,56.07,0.004118911
8/11/1960,19.11,56.28,0.003745318
8/12/1960,19.24,56.66,0.006751955
8/15/1960,19.23,56.61,-0.000882457
8/16/1960,19.27,56.72,0.00194312
8/17/1960,19.31,56.84,0.002115656
8/18/1960,19.3,56.81,-0.000527797
8/19/1960,19.37,57.01,0.003520507
8/22/1960,19.44,57.19,0.003157341
8/23/1960,19.63,57.75,0.009791922
8/24/1960,19.74,58.07,0.005541126
8/25/1960,19.65,57.79,-0.004821767
8/26/1960,19.59,57.6,-0.003287766
8/29/1960,19.54,57.44,-0.002777778
8/30/1960,19.33,56.84,-0.010445682
8/31/1960,19.38,56.96,0.002111189
9/1/1960,19.42,57.09,0.002282303
9/2/1960,19.4,57,-0.001576458
9/6/1960,19.22,56.49,-0.008947368
9/7/1960,18.99,55.79,-0.012391574
9/8/1960,18.97,55.74,-0.000896218
9/9/1960,19.1,56.11,0.006637962
9/12/1960,18.99,55.77,-0.006059526
9/13/1960,19.01,55.83,0.001075847
9/14/1960,18.88,55.44,-0.006985492
9/15/1960,18.81,55.22,-0.003968254
9/16/1960,18.77,55.11,-0.001992032
9/19/1960,18.35,53.86,-0.022681909
9/20/1960,18.4,54.01,0.002784998
9/21/1960,18.6,54.57,0.01036845
9/22/1960,18.53,54.36,-0.003848268
9/23/1960,18.37,53.9,-0.008462104
9/26/1960,18.09,53.06,-0.015584416
9/27/1960,18.05,52.94,-0.002261591
9/28/1960,17.9,52.48,-0.008689082
9/29/1960,17.95,52.62,0.002667683
9/30/1960,18.26,53.52,0.017103763
10/3/1960,18.2,53.36,-0.002989537
10/4/1960,18.08,52.99,-0.006934033
10/5/1960,18.22,53.39,0.007548594
10/6/1960,18.34,53.72,0.006180933
10/7/1960,18.44,54.03,0.005770663
10/10/1960,18.48,54.14,0.002035906
10/11/1960,18.51,54.22,0.001477651
10/12/1960,18.49,54.15,-0.001291037
10/13/1960,18.64,54.57,0.007756233
10/14/1960,18.74,54.86,0.005314275
10/17/1960,18.67,54.63,-0.00419249
10/18/1960,18.57,54.35,-0.005125389
10/19/1960,18.54,54.25,-0.001839926
10/20/1960,18.41,53.86,-0.00718894
10/21/1960,18.23,53.32,-0.010025993
10/24/1960,18.02,52.7,-0.011627907
10/25/1960,17.89,52.3,-0.007590133
10/26/1960,18.15,53.05,0.014340344
10/27/1960,18.34,53.62,0.010744581
10/28/1960,18.27,53.41,-0.003916449
10/31/1960,18.27,53.39,-0.000374462
11/1/1960,18.46,53.94,0.010301555
11/2/1960,18.56,54.22,0.005190953
11/3/1960,18.63,54.43,0.00387311
11/4/1960,18.8,54.9,0.008634944
11/7/1960,18.87,55.11,0.003825137
11/9/1960,18.96,55.35,0.004354927
11/10/1960,19.23,56.13,0.014092141
11/11/1960,19.14,55.87,-0.004632104
11/14/1960,19.05,55.59,-0.005011634
11/15/1960,19.13,55.81,0.003957546
11/16/1960,19.09,55.7,-0.001970973
11/17/1960,19.04,55.55,-0.002692998
11/18/1960,19.14,55.82,0.004860486
11/21/1960,19.18,55.93,0.00197062
11/22/1960,19.11,55.72,-0.003754693
11/23/1960,19.14,55.8,0.00143575
11/24/1960,19.26,56.13,0.005913978
11/28/1960,19.23,56.03,-0.001781578
11/29/1960,19.16,55.83,-0.003569516
11/30/1960,19.06,55.54,-0.00519434
12/1/1960,18.98,55.3,-0.00432121
12/2/1960,19.02,55.39,0.001627486
12/5/1960,18.99,55.31,-0.001444304
12/6/1960,19.05,55.47,0.002892786
12/7/1960,19.24,56.02,0.00991527
12/8/1960,19.29,56.15,0.0023206
12/9/1960,19.47,56.65,0.00890472
12/12/1960,19.54,56.85,0.00353045
12/13/1960,19.55,56.88,0.000527704
12/14/1960,19.54,56.84,-0.000703235
12/15/1960,19.49,56.68,-0.002814919
12/16/1960,19.67,57.2,0.009174312
12/19/1960,19.65,57.13,-0.001223776
12/20/1960,19.64,57.09,-0.000700158
12/21/1960,19.8,57.55,0.008057453
12/22/1960,19.75,57.39,-0.002780191
12/23/1960,19.77,57.44,0.000871232
12/27/1960,19.8,57.52,0.001392758
12/28/1960,19.89,57.78,0.004520167
12/29/1960,19.99,58.05,0.004672897
12/30/1960,20.01,58.11,0.001033592
1/3/1961,19.83,57.57,-0.009292721
1/4/1961,20.1,58.36,0.013722425
1/5/1961,20.17,58.57,0.003598355
1/6/1961,20.14,58.48,-0.001536623
1/9/1961,20.26,58.81,0.005642955
1/10/1961,20.31,58.97,0.002720626
1/11/1961,20.37,59.14,0.002882822
1/12/1961,20.44,59.32,0.003043625
1/13/1961,20.53,59.6,0.004720162
1/16/1961,20.53,59.58,-0.00033557
1/17/1961,20.45,59.34,-0.004028197
1/18/1961,20.56,59.68,0.005729693
1/19/1961,20.6,59.77,0.001508043
1/20/1961,20.66,59.96,0.003178852
1/23/1961,20.78,60.29,0.005503669
1/24/1961,20.84,60.45,0.00265384
1/25/1961,20.86,60.53,0.001323408
1/26/1961,20.9,60.62,0.001486866
1/27/1961,21.11,61.24,0.010227648
1/30/1961,21.36,61.97,0.011920314
1/31/1961,21.3,61.78,-0.003066
2/1/1961,21.34,61.9,0.001942376
2/2/1961,21.48,62.3,0.006462036
2/3/1961,21.45,62.22,-0.001284109
2/6/1961,21.3,61.76,-0.007393121
2/7/1961,21.26,61.65,-0.001781088
2/8/1961,21.46,62.21,0.009083536
2/9/1961,21.39,62.02,-0.003054171
2/10/1961,21.21,61.5,-0.008384392
2/13/1961,21.09,61.14,-0.005853659
2/14/1961,21.18,61.41,0.004416094
2/15/1961,21.36,61.92,0.008304836
2/16/1961,21.49,62.3,0.006136951
2/17/1961,21.43,62.1,-0.003210273
2/20/1961,21.5,62.32,0.003542673
2/21/1961,21.51,62.36,0.000641849
2/23/1961,21.6,62.59,0.003688262
2/24/1961,21.69,62.84,0.003994248
2/27/1961,21.85,63.3,0.007320178
2/28/1961,21.9,63.44,0.00221169
3/1/1961,21.89,63.43,-0.000157629
3/2/1961,22.04,63.85,0.006621472
3/3/1961,22.08,63.95,0.001566171
3/6/1961,22.11,64.05,0.001563722
3/7/1961,21.91,63.47,-0.009055425
3/8/1961,21.9,63.44,-0.000472664
3/9/1961,21.93,63.5,0.000945776
3/10/1961,21.92,63.48,-0.000314961
3/13/1961,21.98,63.66,0.002835539
3/14/1961,21.89,63.38,-0.004398366
3/15/1961,21.95,63.57,0.002997791
3/16/1961,22.18,64.21,0.010067642
3/17/1961,22.31,64.6,0.00607382
3/20/1961,22.4,64.86,0.004024768
3/21/1961,22.36,64.74,-0.001850139
3/22/1961,22.35,64.7,-0.000617856
3/23/1961,22.29,64.53,-0.002627512
3/24/1961,22.26,64.42,-0.001704634
3/27/1961,22.23,64.35,-0.001086619
3/28/1961,22.25,64.38,0.0004662
3/29/1961,22.44,64.93,0.008543026
3/30/1961,22.48,65.06,0.002002156
4/3/1961,22.68,65.6,0.008300031
4/4/1961,22.7,65.66,0.000914634
4/5/1961,22.63,65.46,-0.003045995
4/6/1961,22.69,65.61,0.002291476
4/7/1961,22.82,65.96,0.005334553
4/10/1961,23.02,66.53,0.008641601
4/11/1961,23.05,66.62,0.001352773
4/12/1961,22.95,66.31,-0.004653257
4/13/1961,22.94,66.26,-0.000754034
4/14/1961,22.98,66.37,0.001660127
4/17/1961,23.09,66.68,0.004670785
4/18/1961,22.93,66.2,-0.00719856
4/19/1961,22.8,65.81,-0.005891239
4/20/1961,22.8,65.82,0.000151953
4/21/1961,22.79,65.77,-0.000759648
4/24/1961,22.32,64.4,-0.020830166
4/25/1961,22.64,65.3,0.013975155
4/26/1961,22.73,65.55,0.003828484
4/27/1961,22.7,65.46,-0.001372998
4/28/1961,22.65,65.31,-0.002291476
5/1/1961,22.61,65.17,-0.002143623
5/2/1961,22.78,65.64,0.007211907
5/3/1961,22.97,66.18,0.008226691
5/4/1961,23.06,66.44,0.003928679
5/5/1961,23.09,66.52,0.001204094
5/8/1961,23.06,66.41,-0.001653638
5/9/1961,23.08,66.47,0.000903478
5/10/1961,23.07,66.41,-0.000902663
5/11/1961,23.06,66.39,-0.000301159
5/12/1961,23.09,66.45,0.000903751
5/15/1961,23.23,66.83,0.005718585
5/16/1961,23.32,67.08,0.003740835
5/17/1961,23.43,67.39,0.004621348
5/18/1961,23.29,66.99,-0.005935599
5/19/1961,23.4,67.27,0.004179728
5/22/1961,23.25,66.85,-0.006243496
5/23/1961,23.2,66.68,-0.002543007
5/24/1961,23.06,66.26,-0.00629874
5/25/1961,22.97,66.01,-0.003773015
5/26/1961,23.12,66.43,0.006362672
5/31/1961,23.17,66.56,0.001956947
6/1/1961,23.18,66.56,0
6/2/1961,23.24,66.73,0.002554087
6/5/1961,23.37,67.08,0.005245017
6/6/1961,23.31,66.89,-0.002832439
6/7/1961,23.22,66.64,-0.003737479
6/8/1961,23.24,66.67,0.00045018
6/9/1961,23.24,66.66,-0.000149993
6/12/1961,23.06,66.15,-0.007650765
6/13/1961,22.95,65.8,-0.005291005
6/14/1961,23.01,65.98,0.002735562
6/15/1961,22.92,65.69,-0.004395271
6/16/1961,22.74,65.18,-0.007763739
6/19/1961,22.54,64.58,-0.009205278
6/20/1961,22.74,65.15,0.008826262
6/21/1961,22.74,65.14,-0.000153492
6/22/1961,22.66,64.9,-0.003684372
6/23/1961,22.76,65.16,0.004006163
6/26/1961,22.52,64.47,-0.010589319
6/27/1961,22.52,64.47,0
6/28/1961,22.57,64.59,0.001861331
6/29/1961,22.55,64.52,-0.001083759
6/30/1961,22.6,64.64,0.001859888
7/3/1961,22.8,65.21,0.008818069
7/5/1961,22.95,65.63,0.00644073
7/6/1961,23.01,65.81,0.002742648
7/7/1961,23,65.77,-0.00060781
7/10/1961,22.98,65.71,-0.00091227
7/11/1961,22.98,65.69,-0.000304368
7/12/1961,22.85,65.32,-0.005632516
7/13/1961,22.69,64.86,-0.007042254
7/14/1961,22.84,65.28,0.006475486
7/17/1961,22.68,64.79,-0.007506127
7/18/1961,22.55,64.41,-0.005865103
7/19/1961,22.65,64.7,0.004502406
7/20/1961,22.66,64.71,0.00015456
7/21/1961,22.71,64.86,0.002318034
7/24/1961,22.72,64.87,0.000154178
7/25/1961,22.85,65.23,0.005549561
7/26/1961,23.06,65.84,0.009351525
7/27/1961,23.33,66.61,0.011695018
7/28/1961,23.37,66.71,0.001501276
7/31/1961,23.39,66.76,0.000749513
8/1/1961,23.61,67.37,0.009137208
8/2/1961,23.46,66.94,-0.006382663
8/3/1961,23.59,67.29,0.005228563
8/4/1961,23.73,67.98,0.010254124
8/7/1961,23.73,67.67,-0.004560165
8/8/1961,23.78,67.82,0.00221664
8/9/1961,23.76,67.74,-0.001179593
8/10/1961,23.83,67.95,0.003100089
8/11/1961,23.87,68.06,0.001618837
8/14/1961,23.76,67.72,-0.004995592
8/15/1961,23.7,67.55,-0.002510337
8/16/1961,23.77,67.73,0.002664693
8/17/1961,23.9,68.11,0.005610512
8/18/1961,23.97,68.29,0.002642784
8/21/1961,24.02,68.43,0.002050081
8/22/1961,24.03,68.44,0.000146135
8/23/1961,23.87,67.98,-0.006721216
8/24/1961,23.73,67.59,-0.005736981
8/25/1961,23.77,67.67,0.001183607
8/28/1961,23.78,67.7,0.000443328
8/29/1961,23.73,67.55,-0.002215657
8/30/1961,23.82,67.81,0.003849001
8/31/1961,23.92,68.07,0.003834243
9/1/1961,23.96,68.19,0.001762891
9/5/1961,23.88,67.96,-0.003372929
9/6/1961,24.06,68.46,0.007357269
9/7/1961,24.03,68.35,-0.001606778
9/8/1961,23.87,67.88,-0.006876372
9/11/1961,23.66,67.28,-0.008839128
9/12/1961,23.9,67.96,0.010107015
9/13/1961,23.92,68.01,0.000735727
9/14/1961,23.75,67.53,-0.007057786
9/15/1961,23.8,67.65,0.001776988
9/18/1961,23.65,67.21,-0.006504065
9/19/1961,23.46,66.68,-0.007885731
9/20/1961,23.56,66.96,0.00419916
9/21/1961,23.58,66.99,0.000448029
9/22/1961,23.49,66.72,-0.004030452
9/25/1961,23.15,65.77,-0.014238609
9/26/1961,23.16,65.78,0.000152045
9/27/1961,23.41,66.47,0.01048951
9/28/1961,23.45,66.58,0.001654882
9/29/1961,23.5,66.73,0.002252929
10/2/1961,23.52,66.77,0.000599431
10/3/1961,23.51,66.73,-0.000599071
10/4/1961,23.67,67.18,0.006743594
10/5/1961,23.88,67.77,0.008782376
10/6/1961,23.96,67.97,0.002951158
10/9/1961,23.95,67.94,-0.000441371
10/10/1961,24.01,68.11,0.002502208
10/11/1961,24.04,68.17,0.000880928
10/12/1961,24.04,68.16,-0.000146692
10/13/1961,24,68.04,-0.001760563
10/16/1961,23.93,67.85,-0.002792475
10/17/1961,23.94,67.87,0.000294768
10/18/1961,24.07,68.21,0.005009577
10/19/1961,24.16,68.45,0.003518546
10/20/1961,24.17,68.48,0.000438276
10/23/1961,24.02,68.06,-0.006133178
10/24/1961,24,67.98,-0.001175433
10/25/1961,24.13,68.34,0.005295675
10/26/1961,24.18,68.46,0.001755926
10/27/1961,24.14,68.34,-0.001752848
10/30/1961,24.17,68.42,0.001170618
10/31/1961,24.24,68.62,0.002923122
11/1/1961,24.28,68.73,0.001603031
11/2/1961,24.42,69.11,0.005528881
11/3/1961,24.55,69.47,0.005209087
11/6/1961,24.75,70.01,0.007773139
11/8/1961,25.05,70.87,0.012283959
11/9/1961,25.02,70.77,-0.001411034
11/10/1961,25.13,71.07,0.004239084
11/13/1961,25.21,71.27,0.002814127
11/14/1961,25.35,71.66,0.005472148
11/15/1961,25.35,71.67,0.000139548
11/16/1961,25.34,71.62,-0.000697642
11/17/1961,25.34,71.62,0
11/20/1961,25.38,71.72,0.001396258
11/21/1961,25.41,71.78,0.000836587
11/22/1961,25.38,71.7,-0.001114517
11/24/1961,25.43,71.84,0.00195258
11/27/1961,25.44,71.85,0.000139198
11/28/1961,25.41,71.75,-0.001391788
11/29/1961,25.4,71.7,-0.000696864
11/30/1961,25.26,71.32,-0.005299861
12/1/1961,25.22,71.18,-0.001962984
12/4/1961,25.52,72.01,0.011660579
12/5/1961,25.49,71.93,-0.001110957
12/6/1961,25.52,71.99,0.000834144
12/7/1961,25.42,71.7,-0.004028337
12/8/1961,25.54,72.04,0.00474198
12/11/1961,25.67,72.39,0.004858412
12/12/1961,25.76,72.64,0.003453516
12/13/1961,25.72,72.53,-0.001514317
12/14/1961,25.53,71.98,-0.007583069
12/15/1961,25.55,72.01,0.000416782
12/18/1961,25.46,71.76,-0.00347174
12/19/1961,25.29,71.26,-0.00696767
12/20/1961,25.24,71.12,-0.001964637
12/21/1961,25.15,70.86,-0.003655793
12/22/1961,25.17,70.91,0.000705617
12/26/1961,25.22,71.02,0.001551262
12/27/1961,25.44,71.65,0.008870741
12/28/1961,25.46,71.69,0.000558269
12/29/1961,25.42,71.55,-0.001952853
1/2/1962,25.21,70.96,-0.008245982
1/3/1962,25.27,71.13,0.002395716
1/4/1962,25.1,70.64,-0.006888795
1/5/1962,24.76,69.66,-0.01387316
1/8/1962,24.57,69.12,-0.007751938
1/9/1962,24.58,69.15,0.000434028
1/10/1962,24.51,68.96,-0.00274765
1/11/1962,24.66,69.37,0.005945476
1/12/1962,24.75,69.61,0.003459709
1/15/1962,24.7,69.47,-0.002011205
1/16/1962,24.56,69.07,-0.005757881
1/17/1962,24.3,68.32,-0.010858549
1/18/1962,24.33,68.39,0.00102459
1/19/1962,24.46,68.75,0.005263927
1/22/1962,24.48,68.81,0.000872727
1/23/1962,24.3,68.29,-0.007557041
1/24/1962,24.34,68.4,0.001610778
1/25/1962,24.33,68.35,-0.000730994
1/26/1962,24.25,68.13,-0.003218727
1/29/1962,24.17,67.9,-0.003375899
1/30/1962,24.27,68.17,0.003976436
1/31/1962,24.51,68.84,0.00982837
2/1/1962,24.67,69.26,0.006101104
2/2/1962,24.86,69.81,0.007941092
2/5/1962,24.89,69.88,0.001002722
2/6/1962,24.92,69.96,0.00114482
2/7/1962,25.09,70.42,0.006575186
2/8/1962,25.15,70.58,0.002272082
2/9/1962,25.12,70.48,-0.001416832
2/12/1962,25.11,70.46,-0.000283768
2/13/1962,25.11,70.45,-0.000141924
2/14/1962,25.1,70.42,-0.000425834
2/15/1962,25.22,70.74,0.004544164
2/16/1962,25.17,70.59,-0.002120441
2/19/1962,25.11,70.41,-0.002549936
2/20/1962,25.2,70.66,0.003550632
2/21/1962,25.08,70.32,-0.004811775
2/23/1962,25.03,70.16,-0.002275313
2/26/1962,24.89,69.76,-0.005701254
2/27/1962,24.94,69.89,0.001863532
2/28/1962,24.96,69.96,0.001001574
3/1/1962,25.05,70.2,0.003430532
3/2/1962,25.04,70.16,-0.000569801
3/5/1962,24.99,70.01,-0.00213797
3/6/1962,24.91,69.78,-0.003285245
3/7/1962,24.88,69.69,-0.001289768
3/8/1962,25.06,70.19,0.007174631
3/9/1962,25.15,70.42,0.00327682
3/12/1962,25.14,70.4,-0.00028401
3/13/1962,25.22,70.6,0.002840909
3/14/1962,25.33,70.91,0.004390935
3/15/1962,25.39,71.06,0.002115357
3/16/1962,25.35,70.94,-0.001688714
3/19/1962,25.32,70.85,-0.001268678
3/20/1962,25.25,70.66,-0.002681722
3/21/1962,25.2,70.51,-0.002122842
3/22/1962,25.17,70.4,-0.001560062
3/23/1962,25.19,70.45,0.000710227
3/26/1962,24.99,69.89,-0.0079489
3/27/1962,24.92,69.7,-0.002718558
3/28/1962,25.05,70.04,0.004878049
3/29/1962,25.04,70.01,-0.000428327
3/30/1962,24.88,69.55,-0.00657049
4/2/1962,24.82,69.37,-0.002588066
4/3/1962,24.62,68.81,-0.008072654
4/4/1962,24.51,68.49,-0.004650487
4/5/1962,24.66,68.91,0.006132282
4/6/1962,24.64,68.84,-0.001015818
4/9/1962,24.45,68.31,-0.007699012
4/10/1962,24.54,68.56,0.003659786
4/11/1962,24.49,68.41,-0.002187865
4/12/1962,24.24,67.71,-0.010232422
4/13/1962,24.32,67.9,0.002806085
4/16/1962,24.21,67.6,-0.004418262
4/17/1962,24.32,67.9,0.00443787
4/18/1962,24.46,68.27,0.00544919
4/19/1962,24.57,68.59,0.004687271
4/23/1962,24.56,68.53,-0.000874763
4/24/1962,24.53,68.46,-0.00102145
4/25/1962,24.27,67.71,-0.010955302
4/26/1962,24.03,67.05,-0.009747452
4/27/1962,23.77,66.3,-0.011185682
4/30/1962,23.39,65.24,-0.015987934
5/1/1962,23.56,65.7,0.007050889
5/2/1962,23.66,65.99,0.004414003
5/3/1962,23.86,66.53,0.008183058
5/4/1962,23.76,66.24,-0.004358936
5/7/1962,23.68,66.02,-0.003321256
5/8/1962,23.38,65.17,-0.012874886
5/9/1962,23.06,64.26,-0.01396348
5/10/1962,22.81,63.57,-0.010737628
5/11/1962,22.48,62.65,-0.014472235
5/14/1962,22.65,63.1,0.007182761
5/15/1962,23.08,64.29,0.018858954
5/16/1962,23.07,64.27,-0.00031109
5/17/1962,22.95,63.93,-0.005290182
5/18/1962,22.92,63.82,-0.001720632
5/21/1962,22.84,63.59,-0.003603886
5/22/1962,22.39,62.34,-0.019657179
5/23/1962,21.95,61.11,-0.01973051
5/24/1962,21.78,60.62,-0.008018328
5/25/1962,21.37,59.47,-0.018970637
5/28/1962,19.94,55.5,-0.066756348
5/29/1962,20.87,58.08,0.046486486
5/31/1962,21.43,59.63,0.026687328
6/1/1962,21.34,59.38,-0.004192521
6/4/1962,20.59,57.27,-0.03553385
6/5/1962,20.7,57.57,0.005238345
6/6/1962,21,58.39,0.01424353
6/7/1962,21,58.4,0.000171262
6/8/1962,21.02,58.45,0.000856164
6/11/1962,20.8,57.82,-0.010778443
6/12/1962,20.27,56.34,-0.025596679
6/13/1962,19.97,55.5,-0.014909478
6/14/1962,19.55,54.33,-0.021081081
6/15/1962,20.11,55.89,0.028713418
6/18/1962,20.06,55.74,-0.002683843
6/19/1962,19.99,55.54,-0.003588088
6/20/1962,19.72,54.78,-0.013683831
6/21/1962,19.29,53.59,-0.021723257
6/22/1962,18.97,52.68,-0.01698078
6/25/1962,18.89,52.45,-0.004365983
6/26/1962,18.84,52.32,-0.002478551
6/27/1962,18.95,52.6,0.005351682
6/28/1962,19.6,54.41,0.034410646
6/29/1962,19.73,54.75,0.006248851
7/2/1962,20.13,55.86,0.020273973
7/3/1962,20.36,56.49,0.011278195
7/5/1962,20.48,56.81,0.005664719
7/6/1962,20.25,56.17,-0.011265622
7/9/1962,20.39,56.55,0.006765177
7/10/1962,20.63,57.2,0.011494253
7/11/1962,20.82,57.73,0.009265734
7/12/1962,20.93,58.03,0.005196605
7/13/1962,20.86,57.83,-0.003446493
7/16/1962,20.87,57.83,0
7/17/1962,20.49,56.78,-0.018156666
7/18/1962,20.28,56.2,-0.010214864
7/19/1962,20.37,56.42,0.003914591
7/20/1962,20.51,56.81,0.006912442
7/23/1962,20.51,56.8,-0.000176025
7/24/1962,20.35,56.36,-0.007746479
7/25/1962,20.39,56.46,0.001774308
7/26/1962,20.51,56.77,0.005490613
7/27/1962,20.67,57.2,0.007574423
7/30/1962,20.9,57.83,0.011013986
7/31/1962,21.04,58.23,0.006916825
8/1/1962,20.87,57.75,-0.008243174
8/2/1962,20.96,57.98,0.003982684
8/3/1962,21.01,58.12,0.002414626
8/6/1962,20.88,57.75,-0.006366139
8/7/1962,20.74,57.36,-0.006753247
8/8/1962,20.8,57.51,0.002615063
8/9/1962,20.79,57.47,-0.000695531
8/10/1962,20.82,57.55,0.001392031
8/13/1962,20.85,57.63,0.001390096
8/14/1962,21.08,58.25,0.010758286
8/15/1962,21.23,58.66,0.007038627
8/16/1962,21.23,58.64,-0.000340948
8/17/1962,21.37,59.01,0.006309686
8/20/1962,21.5,59.37,0.006100661
8/21/1962,21.41,59.12,-0.004210881
8/22/1962,21.65,59.78,0.011163735
8/23/1962,21.63,59.7,-0.00133824
8/24/1962,21.59,59.58,-0.00201005
8/27/1962,21.58,59.55,-0.000503525
8/28/1962,21.31,58.79,-0.012762385
8/29/1962,21.26,58.66,-0.00221126
8/30/1962,21.28,58.68,0.000340948
8/31/1962,21.44,59.12,0.007498296
9/4/1962,21.24,58.56,-0.00947226
9/5/1962,21.08,58.12,-0.007513661
9/6/1962,21.17,58.36,0.004129387
9/7/1962,21.18,58.38,0.0003427
9/10/1962,21.21,58.45,0.001199041
9/11/1962,21.26,58.59,0.00239521
9/12/1962,21.36,58.84,0.00426694
9/13/1962,21.31,58.7,-0.002379334
9/14/1962,21.38,58.89,0.003236797
9/17/1962,21.46,59.08,0.003226354
9/18/1962,21.44,59.03,-0.00084631
9/19/1962,21.41,58.95,-0.001355243
9/20/1962,21.27,58.54,-0.006955047
9/21/1962,20.96,57.69,-0.014519986
9/24/1962,20.58,56.63,-0.018374068
9/25/1962,20.7,56.96,0.0058273
9/26/1962,20.41,56.15,-0.014220506
9/27/1962,20.28,55.77,-0.006767587
9/28/1962,20.46,56.27,0.008965394
10/1/1962,20.18,55.49,-0.013861738
10/2/1962,20.41,56.1,0.010992972
10/3/1962,20.43,56.16,0.001069519
10/4/1962,20.63,56.7,0.009615385
10/5/1962,20.77,57.07,0.006525573
10/8/1962,20.77,57.07,0
10/9/1962,20.83,57.2,0.002277904
10/10/1962,20.84,57.24,0.000699301
10/11/1962,20.78,57.05,-0.003319357
10/12/1962,20.75,56.95,-0.001752848
10/15/1962,20.87,57.27,0.005618964
10/16/1962,20.8,57.08,-0.003317618
10/17/1962,20.73,56.89,-0.003328662
10/18/1962,20.54,56.34,-0.00966778
10/19/1962,20.27,55.59,-0.013312034
10/22/1962,20.04,54.96,-0.011332974
10/23/1962,19.51,53.49,-0.026746725
10/24/1962,20.14,55.21,0.032155543
10/25/1962,19.95,54.69,-0.009418584
10/26/1962,19.9,54.54,-0.002742732
10/29/1962,20.34,55.72,0.021635497
10/30/1962,20.64,56.54,0.014716439
10/31/1962,20.64,56.52,-0.000353732
11/1/1962,20.86,57.12,0.010615711
11/2/1962,21.09,57.75,0.011029412
11/5/1962,21.31,58.35,0.01038961
11/7/1962,21.45,58.71,0.006169666
11/8/1962,21.31,58.32,-0.006642821
11/9/1962,21.48,58.78,0.007887517
11/12/1962,21.78,59.59,0.013780197
11/13/1962,21.74,59.46,-0.002181574
11/14/1962,22,60.16,0.01177262
11/15/1962,21.93,59.97,-0.003158245
11/16/1962,22.01,60.16,0.003168251
11/19/1962,21.89,59.82,-0.005651596
11/20/1962,22.12,60.45,0.010531595
11/21/1962,22.26,60.81,0.005955335
11/23/1962,22.53,61.54,0.012004605
11/26/1962,22.46,61.36,-0.002924927
11/27/1962,22.6,61.73,0.006029987
11/28/1962,22.75,62.12,0.006317836
11/29/1962,22.86,62.41,0.004668384
11/30/1962,22.81,62.26,-0.002403461
12/3/1962,22.7,61.94,-0.005139737
12/4/1962,22.96,62.64,0.011301259
12/5/1962,23.05,62.89,0.00399106
12/6/1962,23.07,62.93,0.000636031
12/7/1962,23.12,63.06,0.002065787
12/10/1962,22.84,62.27,-0.012527751
12/11/1962,22.86,62.32,0.000802955
